"id","nom","ingredients"
1039152,Bas thermal 80% laine,laine et nylon
1040049,Jus d'Argousier pur (glaçon),jus d'argousier
1040051,Emballage cadeau le Sublime,"beurre d'érable, caramel d'érable, gelée d'érable, sucre granulé et pépites d'érable, bonbons durs à l'érable"
1040096,Peaux de mouton  lavables à la machine,peau de mouton
1042037,Saucisses à déjeuner tomate et basilic,"lapin, eau, chapelure de blé, légumes deshydratés(tomates, oignons, ail), sel, fécule de tapioca, épices, sucre, huile végétale, (agent de condionnement)"
1044039,Peaux d'agneau lavables à la machine,peau d'agneau
1045005,Chocolatine aux amandes,"farine non blanchie, eau, beurre, chocolat noir, sucre, amandes moulues, lait, oeufs, sel de mer."
1068001,Terrine de luxe,"cuisse de canard, foie gras, vin blanc, sel poivre, "
1068039,Saucisses de pintade aux fines herbes,"pintade, porc(20%), chapelure de blé grillée, sel, épices, substances laitières modifiées, gluten de blé, fines herbes, sucre, erythorbate de sodium, polysorbate 80 (acide manufacturière)."
1072082,Pionnier,"lait de vache, lait de brebis, ferments, présures et sel de mer"
1074181,Pomme - Cortland # 2,pomme
1076193,(a) Petit panier de viande de veau no 1,"1 livre de veau haché, 250gr d'escalopes, 300gr de lanière et 1 pq de 6 saucisses"
1077075,Délices au Cheddar fondant,"veau,porc,fromage(lait bio,culture bactériennes,sel,enzyme microbien)épices,sucre, ail ,chapelure(semoulede blé grillé,huile de soya,subtence laitière,farine de maïs,épices"
1078036,Saucisses de pintade tomate et basilic,"pintade, porc(20%), chapelure de blé grillée, sel, dextrose, tomate en poudre, basilic déshydraté, épices, tomates déshydratées, erythorbate de sodium, acide citrique, huile canola."
1079043,Canneberges congelées,canneberges congelées
1081146,Cuisses de faisan,faisan
1108118,Ravioli au sanglier,"semoule de blé dur,sanglier,oeufs, chapelure de pain,oignons,épices,sel,poivre"
1139014,Coffret chocolat au lait,"crème,poudre de lait entier,pâte de cacao,sucre,lécithine de soja, vanille,amandes,framboise,miel de sarrasin,thé,café,orange,noisette,vinaigre balsamique,fleur de sel, et alcool (bailley's, amarula,bière et tia maria)"
1141034,Zeste d'orange confit à l'érable,"zeste d'orange,sirop d'érable"
1143028,Zeste de citron confit à l'érable,"zestes de citron,sirop d'érable,eau"
1146008,Coffret chocolat noir,"crème,poudre de lait entier,pâte de cacao,sucre,lécithine de soja, vanille,amandes,framboise,miel de sarrasin,thé,café,orange,noisette,vinaigre balsamique,fleur de sel, et alcool (bailley's, amarula,bière et tia maria)"
1147008,Saucisses Italienne douce *sans Gluten*,"veau,porc,sel,épices,ail"
1147029,Gingembre confit à l'érable,"gingembre,sucre,sirop de glucose de blé, sucre d'érable"
1156086,Saucisson Chorizo,"veau,porc,épices,sel,chorure de potassium,eryrbathe de sodium,lait,fumé"
1159012,CUBES à Brochettes de chevreau,viande de chevreau
1168005,Côtelettes de chevreau,viande de chevreau
1177010,Canneberges séchées entières,"canneberges séchées entières, sucre, huile de tournesol"
1190010,Viande hachée - veau - format famille 3 paquets de 1 livre,veau
1191035,Roastbeef de surlonge de veau,veau
1210001,Soupe aux pois et foie gras,"pois, foie gras, bouillon de canard, oignon, carotte, sel, poivre"
1216015,Canneberges enrobées de chocolat noir 70% cacao,"liqueur de chocolat, sucre, beurre de cacao, lécithine de soya polyglucérol, polyricinoleate (émulsifiant), extrait de vanille, canneberges, sucre et ou sucre de canne, huile de tournesol, sirop de maïs, amidon modifié, huile végétale, acide citrique, acide ascorbique, gomme de lactine."
1229006,"Tartinade Canneberge,framboise.","canneberge,framboise,sirop d'érable,jus d'orange,amidon de mais,benzoate de sodium."
1229007,"Tartinade Canneberge,orange.","canneberge,orange,sirop d'érable,jus d'orange,amidon de mais,benzoate de sodium."
1230008,"Tartinade Canneberge,fraise.","canneberge,fraise,sirop d'érable,jus d'orange,amidon de mais,benzoate de sodium."
1230010,"Tartinade Canneberge,pomme","canneberge,pomme,sirop d'érable,jus d'orange,amidon de mais,benzoate de sodium."
1230014,Tartinade canneberge,"canneberges,sirop d`érable,jus,d`orange,amidon de mais,benzoate de soduim."
1232004,Tartinade Canneberge abricot,"canneberge abricot,sirop d'érable,amidon de mais,benzoate de sodium."
1232022,Fèves AUX CONFITS DE CANARD,"haricot, confit de canard, sirop d'érable, carotte, oignon, tomate"
1234006,Tartinade Canneberge bleuet,"canneberge,bleuet,sirop d'érable,jus d'orange,amidon de mais,benzoate de sodium."
1234008,"Tartinade Canneberge,5 fruits","canneberge,5 fruits,sirop d'érable,jus d'orange,amidon de mais,benzoate de sodium."
1235003,Tartinade Canneberge poire,"canneberges, poire, sirop d'érable, jus d'orange,amidon de mais,benzoate de sodium."
1242002,"Tartinade Canneberge,mûre","canneberge,mûre,sirop d'érable,jus,d'orange,amidon de mais,benzoate de sodium."
1334002,Roquette,"roquette, cultiver en champs. trous"
1432001,Automobile au lait,"poudre de lait entier,pâte de cacao,sucre,lécithine de soja, vanille"
1436001,Automobile chocolat noir,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
1460001,Crème de chou fleur et curcuma,"bouillon de poulet maison, chou fleur, pomme de terre, oignon, assasionnement, curcuma"
1463001,Potage de betteraves,"betterave, bouillon de poulet maison, pomme de terre, oignon, gingembre, ail, assasionnement"
1465001,Soupe au chou,"chou, buillon de poulet maison,oignon,carotte, lait, assasionnement"
1518043,Filet mignon de veau en bloc,veau
1742003,Rôti francais,cerf rouge
1748005,Cerf haché,cerf rouge
1748006,Faux-filet ,cerf rouge
1748016,Filet mignon,cerf rouge
1752001,Osso bucco,cerf rouge
1753009,Soupe à la Marocaine (épicée),"rutabaga, pois chiches, tomates,oignons, carottes, céleri, mélange d'épices  "
1757002,Épinard,épinard
1760013,Crème de lentilles rouges et carottes,"bouillon de poulet maison, carottes, oignons, lentilles rouges, basilic"
1764007,Potage douceur,"bouillon de poulet maison, peut contenir les légumes: pommes de terre, oignons, carottes, céleri, panais, ail"
1766008,Potage à la carotte,"bouillon de poulet maison, carottes, oignons, gigembre"
1903002,Potage de légumes et lentilles,"bouillon légumes, carottes, oignons, céleri, lentilles "
1957005,Laitue feuille de chêne de serre,laitue 
1994001,Concombre libanais de serre - bio,concombre
1998001,Soupe aux morceaux de légumes,"bouillon légumes maison, carotte, céleri, patate, panais, pâte de tomates, ail"
2005018,Tournedos de dinde marinés herbes provencales,"dinde, bacon (porc, eau, sel nitrité, fumé liquide), herbes provencales (eau, huile de canola, sucre, légumes déshydratés (tomate,ail, oignon), sel de mer, moutarde de dijon en poudre, lavande, arôme artificiel)"
2005022,Filet de dinde mariné à la grecque ,"filet de dinde, eau, huile de canola, fécule de pomme de terre modifié, sucre, épices, sel , oignon déshydraté, protéines végétales hydrolysées (maïs, soya), fécule de tapioca, ail en poudre, phosphate de sodium, acide citrique)"
2006003,Soupe à l'orge et tomates,"bouillon de poulet maison, orge, tomates, oignon, céleri, pâte de tomates"
2008011,"Tournedos de dinde marinés, érable, poivre et chipotle","dinde, bacon (porc, eau, sel nitrité, fumé liquide), assaisonnement (eau, huile de canola, sucre, cassonade, sel de mer, épcies, amidon de maïs modifié, extraits secs de glucose, oignon en poudre, arôme naturel et artificiel, ail en poudre, arôme de fumée)"
2012019,Filet de dinde mariné orange canneberge ,"dinde, eau, huile de canola, sucre, maltodextrine, canneberges déhydratées, amidon modifié de maïs, épices, légumes déshydratés (oignon, ail), sel de mer, zeste d'orange, arômes)"
2033006,"Mousse bagdad, trois chocolat","mousse:creme 35% oeuf ,chocolat noir et blanc,sucre.ganache chocolat noir,creme 35% ,café.croustillant,praliné amande et noisette,chocolat blanc ,royaltine et huile de canola."
2129002,Mousse praliné caramel,"mousse:creme 35%,chocolat noir,praliné,oeuf,sucre et eau.biscuit:blanc d'oeuf,poudre d,amande,sucre,fécule de mais.croustillant:praliné amande et noisette,chocolat blanc,royaltine.caramel."
2129020,Soupe repas à l'Italienne,"bouillon de légumes maison, chou , oignon, carotte, céleri, tomates, haricots rouges, haricots blancs,pois chiches, ail"
2223020,Soupe aux pois,"pois, carotte, oignons, lard salé jambonnière, céleri, ail"
2258034,trottole aux oeufs,"semoule de blé dur, oeuf, eau, sel"
2282001,"Galette avoine,pépite chocolat noir et framboise","avoine,oeuf,farine ,cassonade,pépite chocolat,eau,poudre à pate et vanille.plus confiture de framboise"
2473002,Mousse chocolat blanc fraise et miel,"mousse:crème 35%,chocolat blanc,oeuf,sucre.biscuit:oeuf sucre cacao.confiture de fraise.ganache chocolat noire:creme 35% et chocolat noir."
2513001,Concombre de serre type japonais,concombre
2515002,Concombre de serre socrate,concombre
2705011,Potage Parmentier,"bouillon, poireau, pomme de terre"
2707003,Potage à la courge musquée,"courge musquée, oignons, bouillon poulet, gingembre, ail, cari"
2789007,Asperges,""
2793005,Osso Bocco,porc frais
2811004,Tomates cerises ,tomate
2873004,Radis rouges,"radis rouges avec feuilles, 12/bottes"
2956001,Escaloppe de porc,porc frais
2959008,Pousses de cresson bio,croissance sur terreau
2959009,Pousses de brocoli bio,brocoli
2961001,Boulette a ragout,"porc frais,chapelure,base soupe poulet,oignon,sel,poivre, paprika,persil"
2962001,Steak de porc,porc frais
2975005,Pousses de radis bio,croissance sur terreau
2975007,Pousses tournesols bio,croissance sur terreau
2983005,Rhubarbe fraîche en bâton,rhubarbe
3015004,Muffin aux poires et gingembre,"farine,cassonade,lait,huile de canola,oeuf,poire,poudre à pate et gingembre."
3069006,BOURGUIGNON D'AGNEAU,"fond d'agneau: (vin rouge,sauce chili,amidon,cassonade,sauce anglaise,sel,poivre),cubes d'agneau,champinions,oignon,bacon."
3168001,Lapin coupé en morceau,lapin
3171001,Galette à la citrouille et chocolat,"farine,cassonade,graisse végétale,pépite de chocolat,citrouille,oeuf,poudre à pate,soda,vanille et sel"
3200004,Fondue tranchée,cerf rouge
3204003,Cubes à bouillir,cerf rouge
3227002,"Steak, haché,cubes à bouillir",cerf rouge
3302004,Radis rouge Bio,radis rouge
3307006,Rabioles blanches biologiques,botte de rabioles sucrées
3307009,Laitue Boston bio,laitue boston
3317002,Mesclun piquant - Bio,mélange de feuilles piquantes
3339003,TERRINE D'AGNEAU ÉRABLE ET RAISIN,"agneau,porc,foie d'agneau,oeuf,lait,eau,sirop d'érableraisin,pain de blé,sel et poivre"
3340006,TERRINE D'AGNEAU POMME CANNEBERGE CIDRE DE GLACE,"agneau,porc,oeuf,canneberges,sel,cidre de glace,vin blanc,épices et poivre"
3341006,CONFIT D'AGNEAU,"agneau,gras de canard,sel et poivre"
3475004,Bifteck d'aloyau de wapiti (T-Bone),wapiti
3488001,Lanières de wapiti,wapiti
3489003,Médaillons de wapiti,wapiti
3496001,Laitue frisée rouge - Bio,pomme de laitue
3522001,Laitue romaine bio,laitue romaine
3585001,Costa rica Tarrazu Tucan Grains,café d'origine
3588008,Tomate rose#2,tomate
3600001,Chou-rave mauve - Bio,chou-rave
3703005,Céleri bio,céleri
3812001,Verdures asiatiques - Bio,verdures asiatiques
3822001,Camerise,camerise
4031003,Pois sucrés bio,pois
4032001,Persil frisé bio frais ,persil 
4039001,Laitue Iceberg (petite),laitue iceberg
4290035,Aubergine bio,aubergine
4312024,Concombre Bio,concombre
4375030,Zucchini (courgettes) pqt 2,zucchini vert
4378026,Ail frais bio, ail frais
4380019,Carottes bio,carottes
4381012,Thym frais en pot,thym
4381027,Betteraves bio,betteraves
4383008,Basilic frais Bio,basilic frais
4383009,Persil en pot,persil italien plat géant prêt à planter
4670003,Cerises de terre bio,cerises de terre
4740006,Chou pommé vert - Bio,chou 
116817920,Pousses de pois bio,croissance sur terreau
129923456,Potage à la courge épicée,"bouillon de légumes maison, buttercup, oignons, patates, ail,piment cayenne, cari"
157132800,Fesse séchée (style prosciutto) bio,porc bio
242101632,RILLETTE DE CHÈVRE,"chèvre, gras de canard, sel , poivre"
254079616,Ravioli à la saucisse de poulet et fromage Le bosquet (chèvre et poivre rose,"poulet, eau,fromage le bosquet (fromage de chèvre et poivre rose),protéine de soya,chapelure de blé,sel, épices,moutarde dijon"
282028032,Cuisse d'oie nature / paquet de 2,oie
299112448,Tourtière porc bio,"porc haché bio,patate bio,oignon bio,ail bio,farine bio,saindoux bio,sel de mer,épices bio"
311889920,Pâtisson à farcir bio,pâtisson 
353396736,Parmentier d'oie,"confit d'oie, carotte, purée de pommes de terre (lait, beurre, sel, poivre et poudre d'oignon), fromage cheddar, persil et paprika"
375935744,sablé au beurre et cerise,"farine,beurre,sucre glace,oeuf,poudre à pate,cerise confis,essence de cerise,vanille."
389304448,Petits pains fourrés à la viande gratinés,"boeuf haché, oignons, ketchup, fromage"
421569536,ÉQUITABLE-Guatémala brun- GRAINS,café d'origine équitable
439739392,Courge Delicata - Bio,courge delicata
511225600,La Tablée,"lait de vache (thermisé), présure, ferments lactiques, sel."
538969088,Carottes petites,carottes
549728512,Topinambour,topinambour
559394816,Carotte multicolores - Bio,carottes
569357952,Cuba Noir- Grains,café d'origine
569520256,Potage de panais et poires,"bouillon de poulet, panais, patate, poires"
606821632,Chou chinois,bok choi
619011968,Yogourt de brebis NATURE ferme,"lait de brebis pasteurisé, ferment lactique"
621832192,Fond d'oie,"oie, céleri, oignon, persil, sel et poivre"
624725120,pousses de moutarde,graines de moutarde certifiées bio
631117824,Magret d'oie fumé entier + ou - 300 g,"oie, marinades : persil, thym, céleri, oignon, estragon et basilic"
643040256,Soupe au riz tomaté,"eau, crème de tomates, riz basmati, carotte râpéé, oignons verts, soupe à l'oignon, ail, assaisonnement"
647710592,tourtière lapin et veau,"lapin, veau, oignon, sel, poivre. pâte (farine, oeuf, vinaigre, poudre à pâte, eau, saindoux non hydrogène, bha, bth, acide nitrique)"
654673792,pâté au lapin,"lapin, crème de céleri, oignon, carotte, patate, céleri, piment, échalotte, sel, poivre. pâte( farine, saindoux non hydrogèné, eau, oeuf, poudre à pâte, vinaigre)"
669801728,Rutabaga bio,rutabaga
670405632,ÉQUITABLE-Sumatra brun -GRAINS,café d'origine certifié équitable
679396352,tomates italiennes,tomates
680019968,Poireaux bio,poireaux
680464384,Fraises bio,fraises
695702528,L'Etoile Bleue de Saint-Rémi ,"lait cru de brebis, sel, présure , culture bactérienne , pénicillium roqueforti"
704665600,Rôti de soc bio,porc bio
738757888,Sablé au beurre et au café,"farine,beurre,cassonade,oeuf,épice,muscade,gingembreextrait de café,vanille."
760163328,ravioli mélangé,"semoule de blé dur, oeuf, chapelure, sel, (veau, bison, sanglier, porc, oie, portobello fumé, épinard, aubergine, carotte, oignon, maïs fumé, pomme, fromage de chèvre, ricotta, fromage louis d'or, fromage zacharie cloutier)"
762052608,Bette-à-carde colorée Bio,botte de bette-à-carde
773428224,EQUITABLE-Guatémala brun  - FILTRE,café d'origine certifié  équitable
785024000,cannelloni au veau congelé (sous-vide),"semoule de blé dur, veau, oeufs, chapelure de pain"
818898944,Cuisse d'oie confite,"oie, graisse d'oie, sel"
822290432,Chou rouge,chou rouge calibre moyen
870520832,Foie gras d'oie cat. 1,foie gras d'oie
872820352,Betteraves rondes rouges,betteraves 
890267648,Oie entière,oie
912806656,Sablé au beurre et au pacane,"farine,beurre,sucre glace,oeuf,soda,essence d'amande,essence vanille,pacane,sel"
925198336,Tourtière porc canneberge bio,"porc bio, patate bio, oignon bio,farine bio,saindoux bio,canneberge bio, épice bio,sel de mer"
932149248,tomate mini roma jaune,tomate italienne
933795840,Saucisse déjeuné bio,porc bio
939007360,"Pâté de foie porto, canneberges","oignon, chèvre, porc, foie chèvre, foie poulet, lait, oeuf, canneberge, porto, sel, sucre, farine, poivre, épices, ail."
972928000,Carottes oranges,carottes
992200960,Soupe aux riz et lentilles,"bouillon de poulet, riz, lentilles, oignons,chou, carotte, rutabaga "
1021813760,Melon d'eau bio,melon d'eau calibre petit
1076271104,Rillettes d'oie,"oie, graisse d'oie, sel, poivre, poudre d'oignon, celeri et persil"
1078011904,STEAK DE SURLONGE,cerf rouge
1084330880,Le Porto Bleu,"lait de vache (thermisé) , porto, sel, presure, culture bactérienne,penicillium roqueforti"
1091604480,Oignons verts Bio,oignons verts (échalottes)
1096265728,Betterave rouge - Bio,betterave rouge
1096656896,Cassoulet d'oie,"haricots blancs, fond d'oie, confit d'oie, saucisse toulouse (oie, porc, chapelure de blé, sel, fécule de tapioca, sucre blanc, épices : mélange toulouse) tomate, oignon, pâte de tomates, ail, carotte, céleri, sel, poivre, thym, sucre"
1101550592,Chou chinois michihili bio,chou chinois
1107318784,Terrine d'oie au porto,"oie, graisse d'oie, oignon, porto, oeuf, sel, poivre et ail"
1108618624,RÔTI D'ÉPAULE DÉSOSSÉ,viande de chevreau
1114017792,zucchini vert,zucchini
1123149824,Torchon de foie gras,"foie gras d'oie, sel, poivre, sucre"
1136336000,Tranche de gigot d'agneau fumée 1/4 ÉPAIS,"agneau,sel,glucose,phosphate de sodium,nitrite,bicarbonate,épices"
1138956288,Pâté de foie gras à l'hydromel,"foie gras d'oie (50%), oie, lait, oignon, oeuf, hydromel, sel, farine, poivre, sucre, épices mélangées et ail"
1167988736,Graisse fine d'oie,graisse d'oie
1181463552,Oignons jaunes bio,oignons
1181898752,Veau haché bio,veau haché bio
1186332672,Mesclun bio,jeunes verdurettes
1187573760,Duo de courgettes bio,courgettes zucchini
1192870400,Potage à la courgette et basilic,"bouillon de poulet bio, courgette avec pelure, oignon, patate, basilic frais "
1193633792,Confit d'oie,"oie, graisse d'oie, sel"
1195911424,Potage de céleri et curcuma,"bouillon de poulet, céleri, oignon, pomme de terre, curcuma"
1196995584,Bacon de porc en pâturage,"porc en pâturage, glucose, épices,phosphate de sodium, érythirbate, nitrite. (le fumage de notre bacon ce fait à la jambonnière)"
1199227904,plateau de crudités,"6 légumes variés"
1201115648,Bette à carde de serre,bette à carde
1201783808,chou chinois,chou chinois
1203372032,Galette à la mélasse à l'ancienne,"farine,sucre,creme sure,mélasse,oeuf,beurre,graisse végétal,canelle gingembre,soda,clou de girofe et sel"
1208001024,Le Hermann,"lait de vache,sel, présure, ferments lactiques."
1209373696,ÉQUITABLE-Guatémala noir -GRAINS,café certifié équitable
1214080000,suprêmes de pintade au Louis d'or et canneberge,"pintade, canneberges séchées, louis d'or râpé, pancetta"
1221552128,jambon forêt noir bio,porc bio
1224247296,Spaghetti sauce à la viande,"pâtes spaghetti, sauce( sauce tomate, oignon, boeuf haché, carotte, céleri, crème de tomates, assaisonnement"
1229194240,Chou de Savoy,chou de savoy
1241536512,jambon bio,porc bio
1251750656,Tranche de gigot d'agneau pqt / 2,agneau
1252270592,CHILI D'AGNEAU,"agneau,tomate,haricots rouges,oignons,céleri,moutarde,épices,sel et poivre"
1256428544,ÉQUITABLE-Sumatra brun-FILTRE,café d'origine certifié équitable
1257367552,saucisson sec bio,porc bio
1269475712,Terrine d'autruche aux pruneaux,"autruche, porc, lait, pruneaux, concentré de protéine de soya, sel, substances laitières modifiées, sucre, légumes déshydratés, épices, protéines végétales hydrolysées, érythorbate de sodium, nitrite de sodium, acide citrique."
1283175424,Poivron mélangés bio,"poivrons rouges, verts, jaunes, oranges de calibres variés"
1293929472,Carottes multicolores bio,carottes
1307062912,Ravioli à la saucisse jalapenos ,"porc, eau, protéine de soya, chapelure de blé, jalapeños,épices, paprika"
1307415552,ÉQUITABLE- Guatémala noir-FILTRE,café d'origine certifié équitable
1309614592,Le Friesian,"lait de brebis thermisé, présure, culture bactérienne"
1312154624,"saucisses wapiti aux tomates et basilic, sans gluten","wapiti, eau, légumes déshydratés, sel de mer, moutarde, épices, fibre de maîs, sucre, extrait de levure, huile végétale"
1338460160,Piments fort hongrois bio,piment hongrois
1340125184,Costa rica Tarrazu Tucan  mouture Filtre,café d'origine
1355769856,Cassoulet d'oie sous vide,"haricots blancs, fond d'oie, confit d'oie, saucisse toulouse (oie, porc, chapelure de blé, sel, fécule de tapioca, sucre blanc, épices : mélange toulouse) tomate, oignon, pâte de tomates, ail, carotte, céleri, sel, poivre, thym, sucre"
1370287488,TERRINE DE CHÈVRE ÉRABLE & BLEUETS ( CONSERVE),"chèvre, foie, chèvre, porc, lait, sirop d'érable, pain blé, oeuf bleuet, sel, poivre"
1385786752,Pâté de foie de chèvre au Vin Blanc ( conserve),"oignon,chèvre, porc ,foie chèvre, foie porc, lait, vin blanc, sel, sucre, farine, épices, poivre blanc, oeuf, ail."
1387811840,Piment jalapeno,première récolte!
1399482368,Terrine Canneberge bio,"porc bio,"
1434799488,HACHÉ de chevreau,viande de chevreau
1436424192,Magret d'oie 300 à 500 g,oie
1438772608,TERRINE de chèvre au Vin Blanc ( conserve),"chèvre, foie, chèvre, porc, farine, lait, oeuf, vin blanc, sel, épices, ail."
1455259648,Pousses de moutarde bio,croissance sur terreau
1469020160,tomate raisin rouge,tomate
1492206080,Échalottes françaises,échalotte
1561356288,Saucisse Italienne Douce bio,porc bio
1568326656,Tomate cerise orange,tomate
1578734592,EQUITABLE- Guatémala noir- MOKA,café d'origine certifié équitable
1602073600,Maïs sucré deux couleurs bio,maïs
1610807296,tomate rose de jardin,tomate
1662388480,Les Tornades,"veau, porc, pâte feuilletée(farine de blé enrichie, huile végétal, graine de coton,lecithine de soya, eau,sirop de mais,sel,acide ascorbique)épices, sucre,ail en poudre saveur de fumé,érythorbathe de sodium,silicate de calcium,polysorbathe,oeuf"
1673134080,"Chou Kale ""Red russian"" biologique",chou kale
1695574016,Saucisse toulouse,"oie, porc ou veau, chapelure de blé, sel, fécule de tapioca, sucre brun, épices (mélange toulouse)"
1716782080,Brownies Bon Appétit,"légumineuse, cacao, oeufs, sucre bio, compote de pommes, farine moulin lapierre, huile canola, pépites de chocolat "
1730504704,Tourte à l'oie prête à cuire,"oie, pomme de terre, carotte, céleri, navet, oignon, sel, poivre et persil.  pâte : farine blanche, graisse d'oie, oeuf, vinaigre et sel.  sauce : fond d'oie, fécule de maïs, sel et poivre"
1753761792,Oignons rouges bio,oignons
1780037632,Soupe oignons  et coquilles,"oignons, coquilles, huile d'olive, concentré soupe à l'oignons, carotte, sauce soya"
1822548992,Haricots verts Bio,haricots
1829791744,Rôti palette boeuf bio,rôti palette boeuf bio
1831348224,Soupe Campagnarde,"bouillon de légumes maison (voir ingrédients), oignon, céleri, mélange d'haricots (pois jaunes, verts, orge, légumes déshydratés:carotte, oignon, patate, poireau, piment vert et rouges, céleri , tomate, persil) huile d'olive, assaisonnment"
1873412096,Oignon à botteler rouge,oignon à botteler rouge
1901963264,Confit d'oie sous vide,"oie, graisse d'oie, sel"
1912625152,Boeuf haché maigre bio,boeuf haché bio
1936353280,Terrine Forestière bio,porc bio
1954736128,Saucisson à l'ail bio,porc bio
1973295104,Porc haché bio,porc haché bio
1975195008,steaks de chevreau,viande de chevreau
2050352128,Piment Sonora,"piment doux et fruité, ne pique pas"
2116810752,Piment chili thai orange et vert,"piment variété kilian. orange, piquant et fruité.

"
2116810809,Contre-filet boeuf bio,boeuf
2116810810,faux filet boeuf bio,boeuf
2116810811,Cube ragout boeuf bio,boeuf
2116810812,Rôti français boeuf bio,boeuf
2116810813,Bifteck français boeuf bio,boeuf
2116810814,Boeuf haché extra-maigre bio,boeuf
2116810815,Filet Mignon boeuf bio,boeuf
2116810816,bavette boeuf bio,boeuf
2116810817,Escalope veau bio,veau
2116810818,Côtelette veau bio,veau
2116810819,Cube ragoût veau bio,veau
2116810820,jarret veau bio,veau
2116810821,Bifteck veau bio,veau
2116810822,Paupiette bio,porc
2116810823,paupiette canneberge bio,porc
2116810824,Côtelette os bio,porc
2116810825,Côtelette papillons porc bio,porc
2116810826,Escalope porc bio,porc
2116810827,Cube ragoût porc bio,porc
2116810828,Côte levée de flanc,porc
2116810829,Côte levée dos porc bio,porc
2116810830,Bacon bio,porc
2116810831,Saindoux bio,porc
2116810832,saucisses tomate basilic porc bio,porc
2116810833,Saucisses pure veau bio,veau
2116810834,saucisses pomme-canneberge bio,porc
2116810835,Saucisses Toulouse bio,porc
2116810836,Saucisses pure boeuf bio,boeuf
2116810837,Saucisses Ital.Forte bio,porc
2116810838,Style Merguez bio,porc
2116810839,Bratwurst bio,porc
2116810840,Spaghetti bio 750 ml,porc et boeuf
2116810841,Spaghetti bio 525 ml,porc et boeuf
2116810842,Rillette bio,porc
2116810843,Lonzo bio (longe séché),porc
2116810968,Ragout de boulette bio,"porc bio,fond de porc bio,oignon bio,carotte bio,ail bio,celeri bio,épice bio, oeuf bio,sel de mer, poivre bio, sirop d'érable bio"
2116810969,Coeur boeuf bio,boeuf
2116810970,Ragoût boulette bio,"porc bio,fond de porc bio,oignon bio,carotte bio,ail bio,celeri bio,épice bio, oeuf bio,sel de mer, poivre bio, sirop d'érable bio"
2129133568,Épinards en feuilles,épinards frais
2139469825,pâté lapin et agneau,"lapin, agneau, oignon, sel, poivre, pâte (farine, oeuf, vinaigre, poudre à pâte, eau, saindoux non hydrogène, bha, bth, acide nitrique"
2139469826,SAUCISSES MERGUEZ SANS ADDITIFS  (agneau),"agneau,farine de mais,farine de soya,sel,moutarde moulue,ail,paprika,oignon,corriande moulue,cumin moulu,cardamone,eau,pâte harrissa."
2139469827,Médaillons de veau,veau
2139469829,Quiche aux tomates séchées,"croûte à tarte pâtisserie d'annie, oeufs, lait, oignons, carottes, céleri, poivron vert, pesto de tomates séchées, mozzarella"
2139469830,Saucisses de poulet fines herbes,"poulet, eau, farine,épices fines herbes"
2139469831,Filet de porc à mélasse (repas complet famille),"filets de porc jambonnière, bouillon de boeuf, mélasse, ketchup, dijon, worcestershire, sur riz avec choux de bruxelles"
2139469832,Aneth,aneth séchée
2139469834,Sariette,sariette séchée
2139469835,Thym,thym séché
2139469836,Soupe légumes et poulet,"céleri, oignons, carottes, maïs en grains, pois, poulet, ail, assaisonnement"
2139469837,Crème de céleri,"céleri, pommes de terre, farine"
2139469842,TOURTE AU FOIE GRAS ET AUX POMMES,"foie gras, pommes, farine, eau beurre, sel"
2139469844,Emballage cadeau coeur d'érable 3 unités,sirop d'érable
2139469845,Emballage coeur d'érable 1 unité,sirop d'érable
2139469846,Emballage cadeau bonbons d'érable 40 unités (type sucre mou),sirop d'érable
2139469847,Cube à brochette ,poitrine de dinde 
2139469848,Onguent Herbe et Sapin,"achillée millefeuille, calendule et camomille macérées dans l'huile d'olive 1ère pression, cire d'abeille, gomme de sapin et vit e."
2139469850,Crème d'oignons et d'épinards,"oignons, bouillon de légumes maison, épinards, pomme de terre "
2139469852,Steak de surlonge de wapiti,wapiti
2139469853,Vin l'Antiquaire blanc,raisins
2139469854,Vin l'Antiquaire rouge,raisin
2139469855,Rosa-Rose vin rosé,raisins
2139469856,Vin fortifié rouge le Notable,"raisins, alcool"
2139469857,"Hydromel ""3""","miel, pommes,levure"
2139469858,O de Vie,vin fortifié de type porto blanc
2139469859,Les Pionniers,vin fortifié de type porto rouge
2139469860,Mont Gleason,vin rouge épicé
2139469863,Macaroni aux légumes et tofu,"macaroni, sauce tomates, tofu, oignons, carottes, céleri, assaisonnement"
2139469864,(a) Petit panier de viande de veau no 2,"150 gr de veau fumé, 1lb de veau haché, 300gr de lanières, et 300gr (2 steak) de faux-filet."
2139469865,Soupe de grand-mère,"bouillon poulet maison, oignons, carottes, céleri, vermicelle, maïs"
2139469866,Langue de veau,veau
2139469867,Potage de légumes (crème),"bouillon de légumes maison, oignon, céleri, carotte, pâte de tomates, ail"
2139469868,Bouillon de légumes maison,"oignon, céleri, carotte, pâte de tomates, ail"
2139469872,Hydromel Rubis d'Élizabeth,"miel, framboises, cassis, levure"
2139469873,Tournedos d'autruche sans bacon,autruche
2139469874,Emballage cadeau enfant,voir chq produits
2139469878,Soupe alphabeth consistante,"bouillon légumes maison, alphabeth, légumes:oignon, carotte, céleri, ail "
2139469879,Teinture mère de Propolis,"alcool 70%, propolis"
2139469880,Pac choi miniature de serre,pac choi miniature. catégorie no2. trous dans les feuilles
